title,content
Mobile_version_history,"This page lists the details of updates for the variousMobile versionsofTerraria.
The Nintendo3DSandNintendo Switch versionsare console-mobile hybrids and both have their own update paths. See3DS version historyandConsole version historyfor full lists of updates, respectively.
Note that theGoogle Play &iOS + iPadOS versions have separate update paths from theAmazon &Stadia versions (sometimes with different version numbers and release dates).
Hotfixes
Hotfixes
Hotfixes
Hotfixes
See the 1.4.4.6, 1.4.4.7, 1.4.4.8, 1.4.4.8.1 and 1.4.4.9 pages for the complete list of changes.
Hotfixes
See the1.4.4.2,1.4.4.3,1.4.4.4and1.4.4.5pages for the complete list of changes.
Hotfix
See the1.4.4.1page for the complete list of changes.
Labor of Love Update
October 6, 2022[3]
See the1.4.4page for the complete list of changes.
1.4.1–1.4.3Parity Update(Desktop1.4.3.2equivalent)
Hotfix
May 30, 2022[4]
Hotfix
Hotfix
1.4.1–1.4.3Parity Update(Desktop1.4.3.2equivalent)
May 16, 2022[7]
Stadia Initial Release(Desktop1.4.0.5equivalent)
Hotfix
Hotfix
Dec 2, 2020[8]
Hotfix
Nov 10, 2020[9]
1.4.0.5 & 1.3.1 to 1.3.5 Content update
(Desktop1.4.0.5equivalent)
Oct 23, 2020[10]
Hotfix
Apr 29, 2020[11]
Hotfix
Controller & Customization Update
Hotfix
1.3.0.7.6(Build 285)Hotfix
HotfixReset and 1.3 Update
Oct 3, 2019[16]Oct 14, 2019}[17]
Note that High/Low Quality is not expected to have a meaningful impact on FPS/Performance - only enhancing stability.
Hotfix
Hotfix
Sep 17, 2019[19]
Hotfix
Hotfix
Reset & 1.3 Update
(Desktop 1.3.0.7equivalent)
services' (9%).
All content from theDesktop versionup to1.2.4, including:
1.2.8798•  May 26, 2015
This build fixes critical issues where characters and worlds would not load and/or crash. In order to help you make up for lost time, players will receive a gift to compensate for potential data loss: 300Wood, 50Iron Bars, 50Gel, 200Obsidian, 200Hellstone, 200Gold Ore, and 30Gold Coins.
In addition, we have the following bug fixes:"
Modifier,"Amodifier, also known as aprefix(although in some languages it becomes a suffix), applies permanent changes to an item's statistics. It changes the name of an item by adding a prefix to the item's name (displayed when selected in thehotbarand in itstooltip), such as ""Adept"", ""Godly"", or ""Broken"" (e.g. ""DemonicMinishark""). A complete list of all eighty-three (83) modifiers can be foundbelow. Hovering the cursor over an item with a modifier in aninventoryslot will show the modification details beneath the item's description.
Most but not all weapons and accessories will receive a modifier upon the item's creation. Modifiers can be added or changed afterwards by theGoblin Tinkerer'sReforgefunction.
Nearly all weapons and accessories have up to a 75%[1]chance of receiving a random modifier upon the item's creation: Naturally generated in aChest,crafted, looted from agrab bag(excludingPresents), or dropped by a slainenemy. Items produced byfishing(e.g.,RockfishorBalloon Pufferfish), opening Presents (e.g.,Candy Cane Sword), and completingAnglerquests (e.g.,Angler Earring) never get initial modifiers, though they can be reforged to gain a modifier.
Items purchased from NPCs never have any modifiers, due to the ability to refund items (selling them back for full price before closing the menu) introduced in1.4.
No modifiers are visible on an NPC's shop stock, but one can be supplied when the item is bought (its purchase price will be unaffected). However, an item that a player sells to an NPC will keep its modifier, and if repurchased in the same trading session, the modifier will be unchanged.
For a weapon's initial modifier, there is a ""mercy"" mechanic that reduces the chance of penalties:[1]If a weapon's initial modifier is one of a list of ""bad"" modifiers, it has a66.67*2/3 (66.67%)chance of being voided, and the item will be created without a modifier. This can sharply reduce the chance of having a modifier at all, but does so by eliminating only bad modifiers. The modifiers considered ""bad"" for this purpose are: Tiny, Terrible, Small, Dull, Unhappy, Awful, Lethargic, Awkward, Inept, Ignorant, Deranged, Broken, Damaged, Weak, Shoddy, Slow, Sluggish, and Lazy. Note that some usually-unwanted modifiers arenotincluded in this ""mercy"" list:  Shameful, Intense, Annoying, and Frenzying.
Accessories do not have any ""bad"" modifiers regardless, only lesser bonuses.
Reforging is a service provided by theGoblin Tinkerer, which applies a new, random modifier to an item in exchange forcoins. It will add a modifier to an unmodified item or replace an existing modifier. It will never leave an item without a modifier. All eligible modifiers have equal chances, without the ""mercy"" filtering of initial modifiers.
The Goblin Tinkerer charges one third of the item's current buyvalue, which is166.67*5/3 (166.67%)of its sell price or33.33*1/3 (33.33%)of its base value. TheDiscount Cardor its upgrade, theGreedy Ring, can be used to lower reforge costs by 20%. Existing modifiers affect an item's value, so items with poor modifiers are cheaper to reforge, while reforging an already well-modified item will be more expensive.The price is adjusted according to the Goblin Tinkerer's currenthappiness.
Reforging can be accessed by talking to the Goblin Tinkerer and choosing ""Reforge"" from the options, then placing the item to be reforged in the box that appears below the inventory. Below the listed cost is a small gray hammerthat, when clicked, reforges the item for the listed price.
In theOld-gen console versionandMobile version, items are reforged by clicking the reforge button after speaking to the Goblin Tinkerer. It will pull up the inventory and highlight items that can be reforged (ones that cannot are hidden by a shadow). Hover the cursor over the item that is to be reforged and press the reforge button.
Accessorymodifiers are only active while the accessory is equipped in a non-vanity slot. Nearly every accessory item can be reforged, with the exceptions of theGuide Voodoo Doll,Clothier Voodoo Doll, and all theMusic Boxes. Unlikeweapons, accessories can only receive beneficial modifiers. Modifiers cannot be legitimately obtained onarmor. Accessories can have one of the following nineteen modifiers attached to them:
The average value boost for all accessory modifiers is +27.75%. Accounting for the 25% of items that start with no modifier, the average is +20.81%.
These modifiers only apply when the weapon is being used. Weapons and tools that have no knockback cannot get modifiers that change knockback; examples includedrills, theMagical Harp, and manyguns(such as theMinishark).
The stackable weaponsLight DiscandBananarangcannot have modifiers.
Flails,spears,yoyos,boomerangs,chainsaws,drills(including theDrax) and theChlorophyte Jackhammercan only have universal modifiers, because they cannot have their speed modified.
Universal modifiers can also be found on all other weapon types. The best universal modifier is Godly or Demonic. The two modifiers only differ in knockback, a stat that is not considered very useful (or even beneficial) in many situations. The difference in knockback is also negligible enough that Godly and Demonic can be treated as the same modifier.
Among drills, only theAdamantite Drill,Chlorophyte Drill,Cobalt Drill,Drax,Laser Drill,Mythril Drill,Nebula Drill,Orichalcum Drill,Palladium Drill,Solar Flare Drill,Stardust Drill,Titanium Drill, andVortex Drillcan obtain the Godly modifier, since only these drills have knockback. The best damage-increasing modifier for other drills is Demonic, although it is unlikely that a drill would be of much use in combat.
There are fourteen universal modifiers.
Displayed values in-game may differ due to rounding.
The average value boost for a random Universal modifier is +17.12%. Accounting for the 25% of items that start with no modifier, the average is +12.84%.
Swords(includingShortswords) and all weapons that dealranged,magic, orsummondamage can have these modifiers.
There are ten common modifiers.
The average value boost for Universal and Common modifiers together is +14.75%. Accounting for the 25% of items that start with no modifier, the average is +11.06%.
Almost allmelee weaponsthat are swung overhead (swords,pickaxes,hammers,axes, andhamaxes) along withshortswordsandwhipscan be reforged with these modifiers, in addition to common and universal modifiers. With the exception of shortswords (includingStarlight), all melee weapons that are not swung upon use (such asspears,flails, andyoyos) cannot receive these modifiers. TheCopper AxeandWooden Hammercan receive any of these modifiers except for those that affect damage. TheTerrariancannot receive any melee modifiers, though it can gain a special ""Legendary"" modifier that provides different stats.
There are sixteen melee modifiers.
Displayed values in-game may differ due to rounding.
Counting the Universal and Common modifiers, the average value boost for melee modifiers is +14.93%. Accounting for the 25% of items that start with no modifier, the average is +11.20%.
Almost allranged weaponscan be reforged with one of the following modifiers, in addition to common and universal modifiers. Ranged weapons with zero knockback (such as theMinisharkor low-tierbows) cannot receive a modifier that alters knockback, even if their ammunition deals knockback.
There are twelve ranged modifiers.
Displayed values in-game may differ due to rounding.
Counting the Universal and Common modifiers, the average value boost for ranged modifiers is +21.27%. Accounting for the 25% of items that start with no modifier, the average is +15.95%.
Almost allmagic weaponsandsummon weapons(excludingwhips) can be reforged with one of the following modifiers, in addition to common and universal modifiers. Magic or summon weapons with zero knockback (such as theNimbus RodandBlade Staff) cannot receive any modifier that affects knockback. Magic weapons that consume 3 mana or less will not receive any modifier that decreases mana usage.
There are twelve magic modifiers.
Displayed values in-game may differ due to rounding.
Counting the Universal and Common modifiers, the average value boost for magic modifiers is +20.20%. Accounting for the 25% of items that start with no modifier, the average is +15.15%.
Only swung melee weapons and shortswords can have their size modified. Only ranged weapons can have their velocity modified. Only magic weapons can have their mana cost modified. Certain weapons cannot have their speed, knockback, damage, or mana cost modified.
Displayed values in-game may differ due to rounding.
It is straightforward (but sometimes expensive) to force a given modifier, by reforging the item until it receives the desired modifier. Note that reforging has no ""memory"": Upon each reforge, there is an equal chance of getting any of the modifiers possible for that item, including the modifier it currently has. A casual guess at ""how many tries will it take"" is likely to be misleading, because statistics are tricky: In practice, it is better to consider that at any given moment, there is a 50% chance of getting any specific modifier in a given number of tries:
Being willing to accept more than one modifier will speed things up sharply. For example, if the player accepts either a Lucky or Menacing modifier for boosting their offense, it will take half as much time to reforge compared to reforging the accessory to Menacing specifically. Similarly, if any of three modifiers for a melee weapon will do, there is a 50% chance of getting one of them in only ten tries. Weapon modifiers that are widely considered ""good enough"" include Godly, Demonic, Ruthless, Deadly, and Masterful.
This all applies regardless of how many tries have been made before. The above numbers make no account of modifiers forbidden for individual weapons, but that will just make the process faster.
It is technically possible to make a profit when reforging a weapon once from a bad modifier to a good one, but reforging will normally result in an average monetary loss.
When autopause is enabled, the name of the reforge will not show up above the player's head until the game is unpaused. However, one can get a sense of the modifier's value by looking at the reforge cost, potentially speeding up the process. It is a good idea to check the modifier only when the reforge cost is expensive enough to indicate a potentially good modifier.
For example, anAvenger Emblemwill normally cost1440to reforge if it is Menacing, Lucky, Quick, Violent, or Warding. If aiming for one of those modifiers, one can immediately skip any reforges of lesser value and only check when the displayed cost is1440(remember to account for goblin happiness and discounts).
Similarly, if reforging a sword to Legendary, it is a good idea to make a mental note of how much the weapon costs to reforge when it is Godly/Superior/Demonic, and only stop reforging once the cost exceeds that amount.
Due to various limitations with certain weapon classes, determining the best possible modifiers may not be as simple as comparing statistics, and players can waste money trying to acquire modifiers that are impossible to achieve for their given weapon. The following is an easy rundown of the most desirable possible modifiers for each weapon or weapon type in most situations:
The best overall melee modifier is Legendary, which is only applicable to broadswords andshortswords. The best modifier for all other melee weapons (such asspears,flails,yoyos, and unique melee weapons like theScourge of the Corruptor) is Godly or Demonic. TheTerrariancan obtain a special version of the Legendary modifier unique to it.
The best overall ranged modifier is Unreal. The best modifier for ranged weapons with no base knockback (such as theMinisharkor low-tierbows) is Demonic or Deadly. Although theHarpoonis classified as a ranged weapon, it cannot receive the Unreal modifier; its best modifier is Godly. TheChain Gunfires so quickly that it cannot receive any modifier that increases its speed by 10% or less. As such, its best modifier is Rapid, with Godly and Demonic as more ammo-efficient alternatives.
The best overall magic modifier is Mythical. The best modifier for magic weapons that are unable to inflict knockback (such as theNimbus RodorLast Prism) is Demonic. If the player bears low maximum mana, Masterful may be preferred over Mythical, or Mystic over Demonic. Some magic weapons, such as theClinger Staff,Magnet Sphere, andRainbow Gun, create a long-lasting projectile that remains active after switching weapons. The critical strike chance of these weapons is calculated based on the magic weapon currently being held, meaning that base damage is the only stat that matters, and therefore their best modifier is Ruthless.
The best overall summon modifier is Ruthless. The reduced mana cost, increased speed, critical strike chance, and knockback provided by Mythical are less useful: Summon weapons use mana only for the initial summoning, minions cannot deal critical hits, and their knockback is negligible even with modifiers. The Ruthless modifier offers the most effective minion boost, by increasing the minion's damage per hit the most. The best modifier for whips is Legendary.
For the purposes of mining and resource collection, the best modifier for tools such as pickaxes, hammers, and axes is Light. Note that for many tools the Legendary modifier gives the same tool speed increase as Light due to tool speed being rounded down to the next whole number. The Legendary modifier is superior in these cases as it also provides increased damage, critical strike chance, size, and knockback over the Light modifier, though the impact is relatively low given that mining tools are rarely used for combat.
If theLucky Coinor any of its upgrades is equipped, it is desirable to hit enemies as often as possible, dealing as little damage as possible, in order to maximize the income. The following modifiers reduce the weapon damage the most, yielding more coins per enemy:
Menacing, Lucky, and Warding are generally agreed to be the most consistently useful accessory modifiers.
The value of damage and critical chance vs. defense can be difficult to measure. The former directly causes fights to end sooner, while the latter causes players to die slower or potentially even reach a winning state where they regenerate more health than they lose. Because defense directly subtracts from incoming damage, each point of defense becomes more powerful in proportion to the defense a player already has. Stacking defense with multiple Warding accessories can be helpful for new players who get hit often, as well as for veterans who want to use powerful close-ranged weapons. However, if one's defense is not high enough to reduce incoming damage to 50 /75/100damage, each additional point of defense is less valuable than 1% damage or critical strike chance.
The choice between Menacing (damage) and Lucky (critical chance) has long been the subject of extensive debate among the player base. Generally speaking, balancing Menacing and Lucky (favoring Menacing) gives slightly higher DPS over a range of opponents:
Accordingly, balancing the two gives a flexible advantage with a variety of weapons and opponents.
Despite the above, all-Menacing is considered a superior choice for those who choose to depend on summoning weapons, since those gain nothing from critical-chance bonuses."
Mods,"Amod(short for ""modification"") is community-developed software that customizesTerraria'sgraphics and/or gameplay elements in some way. Mods are not developed byRe-Logic.
See theTerraria Mods Wikifor information on current mods available forTerraria.
The following 183 mods have a wiki on theTerraria Mods Wiki:


The following mods have their own external wikis:"
Moon_Lord,"

TheMoon Lordis aHardmode, post-Lunatic Cultistboss. He is the final boss of thePC,Console,Mobile,Old Chinese,tModLoader, andtModLoader Legacyversions ofTerraria.
The Moon Lord can be spawned by destroying the fourCelestial Pillarsor by using aCelestial Sigilin any world whereGolemhas been defeated. He will then spawn one minute after thestatus message""Impending doom approaches...""appears, or 12 seconds if spawned using theCelestial Sigil. After this message appears, the screen will go dim, the music will gradually become quieter until it goes silent, and all objects and walls will oscillate back and forth. It will then go back to normal. This will happen 5 times; each time the screen will go darker and all objects and walls will oscillate more violently until the 5th time, when Moon Lord will spawn.
See below for theMoon Bitedebuffinflicted by the Moon Lord.
While Moon Lord is alive, his exclusive musicMoon Lordhttps://terraria.fandom.com/wiki/File:Music-Moon_Lord.mp3will play. WhenOtherworldly musicis enabled, the trackLunar Boss (Otherworldly)https://terraria.fandom.com/wiki/File:Music-Lunar_Boss_(Otherworldly).mp3will play instead.
The Moon Lord has two hands and a head that must be killed before his core becomes available for attack. He positions his two hands on either side of the player some distance away.
Each hand, as well as his head, contains a vulnerable eye-like target that is each periodically closed off and opened via an eyelid. These may only be damaged during their ""open"" states. The core, which is the only part required to be destroyed in order to defeat the boss, only becomes vulnerable when all eye sockets are destroyed.
The Moon Lord can teleport to players if all of them get too far out of range.
After defeating the Moon Lord on thePC version,Console version,Mobile version, andtModLoader version, theCreditswill appear while the songJourney's Endplays. Besides his other loot, the Moon Lord always dropsLuminite, allowing the crafting of end-game materials.
Additionally:
InExpertandMastermodes, the health of bosses depends on the number of players inmultiplayer. Please enter the number of players (a whole number between 2 and 256) on your server in the input box below.
If you don't see the input box and theCalculatebutton, please check if you have JavaScript enabled in your web browser (instructions for the most popular web browsers). If you're certain that JavaScript is enabled but the button and input box are still not appearing, please contact the administrators on theTerraria Wiki:Admin noticeboard.
This calculator is synchronized with the Desktop version of Terraria:1.4.4.9.
Unfortunately, this script works doesn't work on mobile devices. You could switch to desktop version of the page.

TheBestiaryentry for the Moon Lord:""The mastermind behind all terrors which befall the world, freed from his lunar prison. Practically a god, his power knows no limits."""
Moon_phase,"Full Moon
Waning Gibbous
Third Quarter
Waning Crescent
New Moon
Waxing Crescent
First Quarter
Waxing Gibbous
ThemooninTerrariamoves through a cycle of eight differentphases, with the next phase in the cycle appearing eachnight. The current phase is indicated by the amount of the moon that is visible during the night. The phase of the moon affects many things, some being the shop inventory of certainNPCs, certainenemyspawn rates, and the player'sFishing Power.
It takes eight in-game nights for the moon to move through all of its phases. The cycle begins with the full moon upon world creation, where the entire circular moon is visible, and four nights later, after three waning phases, reaches the new moon, where no moon is visible. Another four nights later, after three waxing phases, the cycle ends with the return of the full moon.
Each moon phase starts at dawn[1](4:30AM) and lasts until the next dawn. Therefore, a moon phase also encompasses the day preceding the night of that moon phase. This is important because most phase-dependent content and effects are not limited to nighttime.
The current moon phase can be determined using theSextant, aninformational accessorywhich can be obtained from theAnglerNPCas afishingquest reward, or any of its upgrades.
ABlood Mooncan occur during any moon phase except for a new moon. APumpkin MoonorFrost Mooncan be summoned by the player on any night.
The following table details items and occurrences that depend on particular moon phases. It refers to both the day and the night of the stated moon phase, unless not applicable or noted otherwise.
Werewolvesspawn(HM)
Demon Eyes
Fireflies
Potted Hallow Cedar
Potted Hallow Tree
Potted Hallow Palm
Potted Hallow Bamboo
Shadow Dye"
Mount,"Mountsare creatures or objects that act as vehicles that a player can use for transportation or dealing damage. When a mount-summoning item is used, it applies an unlimitedbuffto the player, spawns the mount, and places the player on or in it. Mount movement can be controlled using the player's usual movement keys. Likepetsandminions, mounts can be used limitlessly, and their summoning items are not consumed. Only one mount can be in effect at a time. Mounts will unequip automatically when the playerdies.
Weaponsandtools(as well as any other item, excepthooks) can be used while riding a mount, except for theDrill Mount.
All mount items can be placed in the mount slot and then summoned withQuick Mount, and can bedyed. Equipping a mount provides a short burst of light (exceptBeeandScutlix).
There are currently 26 mounts, each with varying abilities and movement statistics. All mount-summoning items have the08*rarity, except for theShrimpy TruffleandWitch's Broom, which have the12*rarity, andMaster Mode-exclusive mounts, which have the13*rarity.
All mounts that do damage (e.gSlime Mount) will doSummon damage.
Mount-summoning items do not havemodifiersand therefore cannot be reforged.

























"
Mounts,"Mountsare creatures or objects that act as vehicles that a player can use for transportation or dealing damage. When a mount-summoning item is used, it applies an unlimitedbuffto the player, spawns the mount, and places the player on or in it. Mount movement can be controlled using the player's usual movement keys. Likepetsandminions, mounts can be used limitlessly, and their summoning items are not consumed. Only one mount can be in effect at a time. Mounts will unequip automatically when the playerdies.
Weaponsandtools(as well as any other item, excepthooks) can be used while riding a mount, except for theDrill Mount.
All mount items can be placed in the mount slot and then summoned withQuick Mount, and can bedyed. Equipping a mount provides a short burst of light (exceptBeeandScutlix).
There are currently 26 mounts, each with varying abilities and movement statistics. All mount-summoning items have the08*rarity, except for theShrimpy TruffleandWitch's Broom, which have the12*rarity, andMaster Mode-exclusive mounts, which have the13*rarity.
All mounts that do damage (e.gSlime Mount) will doSummon damage.
Mount-summoning items do not havemodifiersand therefore cannot be reforged.

























"
Multiplayer,"Screen that appears after clicking the ""Multiplayer"" option in thePCSteam version ofTerraria.
Multiplayeris a game mode in whichTerrariacan be played with or against other remote players online. Multiplayer worlds arecooperativeby default, withplayer versus player(PvP) available for activation once multiplayer is entered.
There are two types of multiplayer environments:Serverand ""Host & Play"".
Player versus player (PvP)is a multiplayer mode that allows players, or teams of players, to attack each other. PvP is activated by joining a multiplayer world and enabling the PvP option by clicking on the crossed swordsnear the armor and accessory slots /in the PvP menu found in the inventory. In thePC versionandMobile version, the only way a player can damage another player is if both players have the PvP option enabled, or through traps such asBoulders,Land MinesorLava.
There is also the option of joining a team. Teams are represented by the colored icons near the armor and accessory slots. Once a team is selected, there is an on-screen display providing information about the distance (and direction) andhealthof the teammates. PvP players on the same team can see each other on theminimap, while other PvP players cannot.
If a player has equipped or is holding aninformational itemsuch as thePDA, any teammates standing near them can also see the data readout from it.
PvP players can playCapture the Gem, which operates similarly toCapture the Flag. Capture the Gem requiresLarge Gems, one for each team, which can be crafted using 15Amethyst,Topaz,Sapphire,Emerald,Ruby,Amber, orDiamond. Teams attempt to steal the opposing team's gem and bring it back to their own base. Large Gems display as hovering graphics over any player carrying one, and always drop next to killed players, regardless of their character'sdifficultysetting.
The Large Gems can be held in theirrespective holders, instead of having a player hold them.
These items can only be obtained in multiplayer. However, once the items are obtained, they can be transferred to a singleplayer world.
AlthoughWormhole Potionsonly drop fromPotsif the game is in multiplayer (even if the player is the only one playing at that time), they can always be crafted, even when playing on singleplayer. However, they are unusable when playing alone, so it could be considered that theirusabilityis multiplayer-exclusive and depends on having other players on the same team."
Music,"Terrariahas over eightymusictracks across every version of the game. Each one will play and loop endlessly while the player is in a specificbiomeor while certaineventsare taking place. Music is individual to each player, and as such its volume can be lowered or disabled entirely within thesettingsmenu.
The majority of music inTerrariawas composed by Scott Lloyd Shelly ofResonance Array.
In thePC version,Console version,Old-gen console version,Mobile version,Windows Phone version,Old Chinese version,tModLoader version, andtModLoader 1.3-Legacy version, it is possible to record and play these songs in-game using theMusic Boxaccessory.
In thePC version,tModLoader version, andtModLoader 1.3-Legacy version, each music track can be replaced with a custom MP3 file through the use ofresource packs.
The soundtracks can be listened to and purchasedfrom Steam as a single soundtrack. The first three volumes can be purchasedfrom Bandcamp individually. The first two volumes are also included when the game is bought onGOG.com. Tracks are listed in the order they appear on the soundtrack. All of the albums can also be listened on the streaming serviceSpotifyaswell as onApple Musicand other various music streaming services.
Volume 1 was released on November 1, 2011.
Volume 2 was released on September 28, 2013.
Volume 3 was released on October 7, 2015.
The ""Lunar Towers"" theme is a copy of the previous album's ""Lunar Boss"" theme.
Volume 4 was released on Steam on October 13, 2020.
The console soundtrack features a mix of the desktop soundtrack and several additional tracks which are listed below. AlthoughBlake Robinsonwas commissioned to create the music for the trailers, the in-game music was created byScott Lloyd Shelly.
Desktop version 1.2 adopted the console version's ""Desert"" track as is, but introduced its own ""Snow"" and ""Boss 4"" themes, using the console tracks instead respectively as ""Ice"" and ""Boss 5"". When the console version caught up with version desktop 1.2, it kept its own original ""Snow"" and ""Boss 4"" themes as they were, instead swapping the desktop's tracks to the Ice and Boss 5 slots.
The soundtrack originally written for the cancelled gameTerraria: Otherworldwas added toTerrariawith theJourney's Endupdate. It features 27 themes. In-game, theParty GirlNPC can be used to switch between normal music and ""otherworldy"" music after a world with the05162020world seed has been visited for the first time. Tracks follow the same naming convention asTerraria's, resulting in some duplicated names (music boxes for these songs disambiguate by being called ""Otherworldly Music Box"" instead of just ""Music Box""), but there are less songs in total: for example there are only two ""generic"" boss music and a single track for all invasion events. Interestingly, theWall of Fleshgets a unique theme with this soundtrack, instead of sharing the Boss 2 theme withThe Twins.Plantera, theMoon Lord, and theLunar Eventsalso get unique tracks, as in the regular soundtrack. Most pre-hardmode bosses get the Boss 1 theme; all other hardmode bosses get the Boss 2 theme.
TheTerraria: Otherworldsoundtrack was releasedon Steamon June 17, 2020. It was composed by Jeff Broadbent, Jonathan van den Wijngaarden, and James Hannigan, also featuring Jeff Ball on violin, Tina Guo on cello, and Frank Klepacki on guitar. The album version features 26 songs, one fewer than the 27 in-game tracks. The album songs also differ from the in-game songs by being much longer and holding various instrumental enhancements.
The following lists the songs as they are ordered internally for the game.
Pirate Invasion
(PC version) During morning rain, this track is played only in normal forest biome, and it would be playing from 4:30 A.M. to 7:30 A.M."
New_Chinese_version,"Thenew Chinese version (新版中国大)ofTerrariawas developed by Xinxin Network, shortly after the shutting down of theold Chinese version. It was launched on September 28, 2021 for most phones, and October 9, 2021 for iOS.
Similar to its predecessor, the new Chinese version features many changes to the game and new content, however, all of it different from that of the old version. Aside from this, it runs the same desktop equivalent as the rest of theMobile version."
